new_agreementnumber	new_effectivedate	new_expirydate	new_settlementdate	new_jurprov	new_jurisdictioncode	new_employeecount	new_naicscodeid_firsttwodigit	new_publicprivate	new_naicscodeid	new_summaryreportavailabilityindicator	new_province	new_provinceenglish	new_provincefrench	new_citynameenglish	new_citynamefrench	new_cityprovincenameenglish	new_cityprovincenamefrench	new_unionid	new_unionnameenglish	new_unionnamefrench	new_affiliationtext	new_unionacronymenglish	new_unionacronymfrench	new_noccodeid	new_name_e	new_name_f	new_companyofficialnameeng	new_companyofficialnamefra	new_currentagreementindicator
07386-11	2013-09-01	2017-08-31	2014-03-27	F20	20	270	91	Public	913910	Yes	60	Yukon Territory		Whitehorse	Whitehorse	Yukon Territory	Yukon	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	7	7 - Trades, transport and equipment operators and related occupations	7 - Métiers, transport, machinerie et domaines apparentés	City of Whitehorse	Ville de Whitehorse	Active
07388-11	2014-01-01	2021-12-31	2014-01-01	F20	20	41	91	Public	913140	No	60	Yukon Territory		Whitehorse	Whitehorse	Yukon Territory	Yukon	170	International Association of Fire Fighters	Association internationale des pompiers	1	AFL-CIO/CLC	FAT-COI/CTC	4312	4312 - Firefighters	4312 - Pompiers/pompières	City of Whitehorse	Ville de Whitehorse	Current
07389-14	2016-01-01	2018-12-31	2016-05-17	F20	20	200	91	Public	913910	Yes	61	Northwest Territories		Yellowknife	Yellowknife	Northwest Territories	Territoires du Nord-Ouest	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	7	7 - Trades, transport and equipment operators and related occupations	7 - Métiers, transport, machinerie et domaines apparentés	City of Yellowknife	Ville de Yellowknife	Current
07488-06	2005-01-01	2010-08-31	2005-01-01	F21	21	5	71	Public	711190	No	35	Ontario		Ottawa	Ottawa	Ontario	Ontario	392	International Alliance of Theatrical Stage Employees, Moving Picture Technicians, Artists and Allied Crafts of the United States, Its Territories and 	International Alliance of Theatrical Stage Employees, Moving Picture Technicians, Artists and Allied Crafts of the United States, Its Territories and 	1	AFL-CIO/CLC	FAT-COI/CTC	5227	5227 - Support occupations in motion pictures, broadcasting, photography and the performing arts	5227 - Personnel de soutien du cinéma, de la radiotélédiffusion, de la photographie et des arts de l	National Arts Centre	Centre national des Arts	Active
07500-09	2011-03-01	2014-02-28	2011-03-01	F10	10	16	91	Private	911110	No	35	Ontario		Ottawa	Ottawa	Ontario	Ontario	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	1221	1221 - Administrative officers	1221 - Agents/agentes d'administration	Canadian Forces Base	Base des Forces canadiennes	Active
07510-09	2011-02-15	2013-10-31	2011-02-15	F10	10	68	91	Public	911110	No	59	British Columbia		Esquimalt	Esquimalt	British Columbia	Colombie-Britannique	320	United Food and Commercial Workers Canada	Travailleurs et travailleuses unis de l'alimentation et du commerce du Canada	16	CtW/CLC	CtW/CLC	7	7 - Trades, transport and equipment operators and related occupations	7 - Métiers, transport, machinerie et domaines apparentés	Canadian Forces Base	Base des Forces canadiennes	Active
07521-11	2011-11-01	2014-10-31	2012-03-05	F20	20	140	56	Private	561613	Yes	35	Ontario		Ottawa	Ottawa	Ontario	Ontario	383	National Automobile, Aerospace, Transportation and General Workers Union of Canada (CAW Canada)	Synd. nat. de l'automobile, de l'aérospatiale, du transport et des autres trav. et travailleuses du Canada (TCA Canada)	3	CLC	CTC	6541	6541 - Security guards and related security service occupations	6541 - Agents/agentes de sécurité et personnel assimilé des services de sécurité	G4S Cash Solutions (Canada) Ltd	G4S Cash Solutions (Canada) Ltd	Active
07529-07	2012-05-21	2018-05-20	2012-05-21	F20	20	40	48	Private	488310	No	24	Quebec		Sept-Îles	Sept-Îles	Quebec	Québec	489	United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers Intl. Union	Synd. intl. des travailleurs unis en métallurgie, papier, foresterie, caoutchouc, fabrication, énergie, services, etc.	1	AFL-CIO/CLC	FAT-COI/CTC	7451	7451 - Longshore workers	7451 - Débardeurs/débardeuses	Tessier ltée	Tessier ltée	Current
07560-11	2012-11-04	2015-11-03	2013-04-16	F10	10	38	91	Public	911110	No	35	Ontario		North Bay	North Bay	Ontario	Ontario	320	United Food and Commercial Workers Canada	Travailleurs et travailleuses unis de l'alimentation et du commerce du Canada	16	CtW/CLC	CtW/CLC	7	7 - Trades, transport and equipment operators and related occupations	7 - Métiers, transport, machinerie et domaines apparentés	Canadian Forces Base	Base des Forces canadiennes	Active
07566-09	2009-07-01	2012-06-30	2009-07-01	F10	10	60	91	Public	911110	No	48	Alberta		Edmonton	Edmonton	Alberta	Alberta	320	United Food and Commercial Workers Canada	Travailleurs et travailleuses unis de l'alimentation et du commerce du Canada	16	CtW/CLC	CtW/CLC	7	7 - Trades, transport and equipment operators and related occupations	7 - Métiers, transport, machinerie et domaines apparentés	Canadian Forces Base	Base des Forces canadiennes	Active
07575-11	2012-09-01	2016-08-31	2012-09-01	F21	21	55	71	Public	711112	No	35	Ontario		Ottawa	Ottawa	Ontario	Ontario	281	Canadian Federation of Musicians	Fédération des musiciens du Canada	1	AFL-CIO/CLC	FAT-COI/CTC	5133	5133 - Musicians and singers	5133 - Musiciens/musiciennes et chanteurs/chanteuses	National Arts Centre Corporation	Sociéte du centre national des arts	Active
07578-07	2012-09-01	2019-08-31	2012-09-01	F20	20	3	33	Private	331110	No	24	Quebec		Sept-Îles	Sept-Îles	Quebec	Québec	643	Canadian Merchant Service Guild	Guilde de la marine marchande du Canada	8	Independent-natl.	Synd. ind. national	2273	2273 - Deck officers, water transport	2273 - Officiers/officières de pont du transport par voies navigables	Compagnie minière IOC	Compagnie minière IOC	Current
07617-11	2011-03-01	2014-02-28	2011-03-01	F10	10	52	91	Public	911110	No	35	Ontario		Ottawa	Ottawa	Ontario	Ontario	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	1221	1221 - Administrative officers	1221 - Agents/agentes d'administration	Canadian Forces Base	Base des Forces canadiennes	Active
07620-11	2010-07-01	2013-06-30	2010-07-01	F10	10	32	91	Public	911110	No	10	Newfoundland and Labrador		Happy Valley-Goose Bay	Happy Valley-Goose Bay	Newfoundland and Labrador	Terre-Neuve-et-Labrador	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	7	7 - Trades, transport and equipment operators and related occupations	7 - Métiers, transport, machinerie et domaines apparentés	Canadian Forces Base	Base des Forces canadiennes	Active
07647-10	2010-09-30	2012-11-02	2010-09-30	F10	10	30	91	Public	911110	No	47	Saskatchewan		Moose Jaw	Moose Jaw	Saskatchewan	Saskatchewan	320	United Food and Commercial Workers Canada	Travailleurs et travailleuses unis de l'alimentation et du commerce du Canada	16	CtW/CLC	CtW/CLC	7	7 - Trades, transport and equipment operators and related occupations	7 - Métiers, transport, machinerie et domaines apparentés	Canadian Forces Base	Base des Forces canadiennes	Active
07662-14	2014-04-01	2017-03-31	2014-04-01	F21	21	47	52	Public	522299	No	59	British Columbia		Vancouver	Vancouver	British Columbia	Colombie-Britannique	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	1411	1411 - General office support workers	1411 - Employés de soutien de bureau généraux/employées de soutien de bureau générales	Canada Mortgage and Housing Corporation	Société canadienne d'hypothèques & de logement	Active
07683-09	2014-01-01	2017-12-31	2014-10-06	F20	20	530	21	Private	212291	Yes	47	Saskatchewan		Division No. 18, Unorganized	Division No. 18, Unorganized	Saskatchewan	Saskatchewan	489	United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers Intl. Union	Synd. intl. des travailleurs unis en métallurgie, papier, foresterie, caoutchouc, fabrication, énergie, services, etc.	1	AFL-CIO/CLC	FAT-COI/CTC	8231	8231 - Underground production and development miners	8231 - Mineurs/mineuses d'extraction et de préparation, mines souterraines	Cameco Corporation	Cameco Corporation	Active
07684-14	2015-01-01	2018-12-31	2015-03-19	F20	20	240	51	Private	519110	Yes	99	Multiprovince		Canada wide	à l'échelle du Canada	Multiprovince	Multiprovince	352	Communications Workers of America, Canada	Syndicat des communications d'Amérique, Canada	3	CLC	CTC	512	512 - Writing, translating and related communications professionals	512 - Professionnels/professionnelles de la rédaction, de la traduction et personnel professionnel a	The Canadian Press	The Canadian Press	Current
07691-09	2011-08-17	2013-08-31	2011-08-17	F10	10	56	91	Public	911110	No	59	British Columbia		Comox	Comox	British Columbia	Colombie-Britannique	320	United Food and Commercial Workers Canada	Travailleurs et travailleuses unis de l'alimentation et du commerce du Canada	16	CtW/CLC	CtW/CLC	7	7 - Trades, transport and equipment operators and related occupations	7 - Métiers, transport, machinerie et domaines apparentés	Canadian Forces Base	Base des Forces canadiennes	Active
07703-07	2011-03-01	2016-02-28	2011-03-01	F20	20	3	48	Private	48831	No	99	Multiprovince		Province wide	à l'échelle de la province	Ontario	Ontario	390	Seafarers' International Union of Canada	Syndicat international des marins du Canada	1	AFL-CIO/CLC	FAT-COI/CTC	6742	6742 - Other service support occupations, n.e.c.	6742 - Autre personnel de soutien en service, n.c.a.	Great Lakes and International Towing & Salvage Company Inc.	Great Lakes and International Towing & Salvage Company Inc.	Active
07719-10	2013-01-01	2017-12-31	2012-12-18	F20	20	420	48	Private	48211	Yes	99	Multiprovince		Canada wide	à l'échelle du Canada	Multiprovince	Multiprovince	161	International Brotherhood of Electrical Workers	Fraternité internationale des ouvriers en électricité	1	AFL-CIO/CLC	FAT-COI/CTC	7531	7531 - Railway yard and track maintenance workers	7531 - Ouvriers/ouvrières de gares de triage et à l'entretien de la voie ferrée	Canadian Pacific Railway	Chemin de fer Canadien Pacifique	Active
07737-13	2015-10-01	2016-09-30	2015-10-01	F20	20	35	48	Private	4841	No	59	British Columbia		Langley	Langley	British Columbia	Colombie-Britannique	530	Christian Labour Association of Canada	Association Chrétienne du travail du Canada	8	Independent-natl.	Synd. ind. national	7511	7511 - Transport truck drivers	7511 - Conducteurs/conductrices de camions de transport	Langley Freight Lines (90) Ltd.	Langley Freight Lines (90) Ltd.	Active
07858-11	2014-03-01	2018-02-28		F10	10	15	91	Public	911110	No	13	New Brunswick		Gagetown	Gagetown	New Brunswick	Nouveau-Brunswick	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	1221	1221 - Administrative officers	1221 - Agents/agentes d'administration	Canadian Forces Base	Base des Forces canadiennes	Active
07859-13	2015-01-01	2018-12-31	2015-01-01	F10	10	80	91	Public	911110	No	35	Ontario		Quinte West	Quinte West	Ontario	Ontario	320	United Food and Commercial Workers Canada	Travailleurs et travailleuses unis de l'alimentation et du commerce du Canada	16	CtW/CLC	CtW/CLC	7	7 - Trades, transport and equipment operators and related occupations	7 - Métiers, transport, machinerie et domaines apparentés	Canadian Forces Base - 8 Wing CFB Trenton	Base des Forces canadiennes - 8ième Escadre Trenton	Current
07879-12	2017-01-01	2019-12-31	2017-06-28	F20	20	98	91	Public	914110	No	61	Northwest Territories		Hay River	Hay River	Northwest Territories	Territoires du Nord-Ouest	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	1	1 - Business, finance and administration occupations	1 - Affaires, finance et administration	Town of Hay River	Ville de Hay River	Current
07904-14	2016-10-01	2020-09-30		F20	20	50	91	Public	913910	No	62	Nunavut		Cambridge Bay	Cambridge Bay	Nunavut	Nunavut	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	1224	1224 - Property administrators	1224 - Agents/agentes de gestion immobilière	Hamlet of Cambridge Bay	Hamlet of Cambridge Bay	Current
07920-10	2013-01-01	2016-12-31	2013-01-01	F20	20	30	49	Private	493130	No	48	Alberta		Edmonton	Edmonton	Alberta	Alberta	592	Alberta Union of Provincial Employees	Syndicat de la fonction publique de l'Alberta	8	Independent-natl.	Synd. ind. national	8431	8431 - General farm workers	8431 - Ouvriers/ouvrières agricoles	Alberta Terminals, Division of Cargill Limited	Alberta Terminals, Division of Cargill Limited	Active
07973-10	2014-01-01	2016-12-31	2016-04-26	F21	21	60	48	Public	488310	Yes	99	Multiprovince		Province wide	à l'échelle de la province	Newfoundland and Labrador	Terre-Neuve-et-Labrador	606	Unifor	Unifor	3	CLC	CTC	9	9 - Occupations in manufacturing and utilities	9 - Fabrication et services d'utilité publique	Marine Atlantic Inc.	Marine Atlantique inc.	Active
07976-06	2011-09-01	2017-08-31	2011-09-01	F20	20	10	48	Private	48311	No	24	Quebec		Port-Cartier	Port-Cartier	Quebec	Québec	643	Canadian Merchant Service Guild	Guilde de la marine marchande du Canada	8	Independent-natl.	Synd. ind. national	2273	2273 - Deck officers, water transport	2273 - Officiers/officières de pont du transport par voies navigables	Arcelormittal Mines Canada	Arcelormittal Mines Canada	Active
07993-12	2014-09-01	2017-03-31	2014-09-01	F11	11	83	91	Public	911910	No	35	Ontario		Ottawa	Ottawa	Ontario	Ontario	598	Professional Institute of the Public Service of Canada	L'Institut professionnel de la fonction publique du Canada	8	Independent-natl.	Synd. ind. national	1416	1416 - Court clerks	1416 - Commis des services judiciaires	House of Commons of Canada	Chambre des Communes du Canada	Active
08021-10	2012-03-01	2019-02-28	2012-03-01	F20	20	1	48	Private	484122	No	35	Ontario		Mississauga	Mississauga	Ontario	Ontario	420	Teamsters Canada	Teamsters Canada	16	CtW/CLC	CtW/CLC	7511	7511 - Transport truck drivers	7511 - Conducteurs/conductrices de camions de transport	Olex	Olex	Current
08026-09	2012-11-01	2014-10-31	2012-12-02	F20	20	5	48	Private	484110	No	35	Ontario		Kitchener	Kitchener	Ontario	Ontario	420	Teamsters Canada	Teamsters Canada	16	CtW/CLC	CtW/CLC	1411	1411 - General office support workers	1411 - Employés de soutien de bureau généraux/employées de soutien de bureau générales	Overland Express	Overland Express	Active
08032-09	2015-01-01	2019-12-31	2015-01-01	F20	20	6	41	Private	411120	No	12	Nova Scotia		Halifax	Halifax	Nova Scotia	Nouvelle-Écosse	256	International Longshoremen's Association	International Longshoremen's Association	1	AFL-CIO/CLC	FAT-COI/CTC	8431	8431 - General farm workers	8431 - Ouvriers/ouvrières agricoles	Halifax Grain Elevator Limited	Halifax Grain Elevator Limited	Current
08068-09	2010-01-01	2014-12-31	2011-05-19	F21	21	10	48	Public	48211	No	99	Multiprovince		Canada wide	à l'échelle du Canada	Multiprovince	Multiprovince	420	Teamsters Canada	Teamsters Canada	16	CtW/CLC	CtW/CLC	7531	7531 - Railway yard and track maintenance workers	7531 - Ouvriers/ouvrières de gares de triage et à l'entretien de la voie ferrée	Via Rail Canada Inc.	Via Rail Canada inc.	Active
08069-09	2014-06-26	2018-06-25	2014-06-26	F20	20	21	56	Private	561613	No	10	Newfoundland and Labrador		Mount Pearl	Mount Pearl	Newfoundland and Labrador	Terre-Neuve-et-Labrador	582	Newfoundland and Labrador Association of Public and Private Employees	Newfoundland and Labrador Association of Public and Private Employees	3	CLC	CTC	6541	6541 - Security guards and related security service occupations	6541 - Agents/agentes de sécurité et personnel assimilé des services de sécurité	Brink's Canada Limited	Brink's Canada Limited	Current
